Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_116_691,VDD,Metal1,339.1290,456.7810,1.199999
FILLER_116_684,VDD,Metal1,335.7690,456.7810,1.199999
FILLER_116_677,VDD,Metal1,332.4090,456.7810,1.199999
FILLER_116_667,VDD,Metal1,326.4000,457.3800,1.199999
FILLER_116_662,VDD,Metal1,323.7600,457.3800,1.200000
FILLER_116_655,VDD,Metal1,321.8490,456.7810,1.200000
FILLER_116_648,VDD,Metal1,318.4890,456.7810,1.200000
FILLER_116_641,VDD,Metal1,315.1290,456.7810,1.200000
FILLER_116_617,VDD,Metal1,302.8910,456.7830,1.199999
FILLER_116_610,VDD,Metal1,300.2490,456.7810,1.199999
FILLER_116_603,VDD,Metal1,296.8890,456.7810,1.199999
FILLER_116_598,VDD,Metal1,293.0400,457.3800,1.199999
FILLER_116_594,VDD,Metal1,291.8510,456.7830,1.199999
FILLER_116_587,VDD,Metal1,289.2090,456.7810,1.199999
FILLER_116_580,VDD,Metal1,285.8490,456.7810,1.199999
FILLER_116_573,VDD,Metal1,282.4890,456.7810,1.199999
FILLER_116_561,VDD,Metal1,276.0110,456.7830,1.199999
FILLER_116_554,VDD,Metal1,273.3690,456.7810,1.199999
FILLER_116_547,VDD,Metal1,270.0090,456.7810,1.199999
FILLER_116_540,VDD,Metal1,266.6490,456.7810,1.199999
FILLER_116_533,VDD,Metal1,263.2890,456.7810,1.200000
FILLER_116_526,VDD,Metal1,259.9290,456.7810,1.200000
FILLER_116_519,VDD,Metal1,256.5690,456.7810,1.200000
FILLER_116_512,VDD,Metal1,253.2090,456.7810,1.200000
FILLER_116_505,VDD,Metal1,249.8490,456.7810,1.200000
FILLER_116_498,VDD,Metal1,246.4890,456.7810,1.200000
FILLER_116_491,VDD,Metal1,243.1290,456.7810,1.200000
FILLER_116_484,VDD,Metal1,239.7690,456.7810,1.199999
FILLER_116_477,VDD,Metal1,236.4090,456.7810,1.199999
FILLER_116_470,VDD,Metal1,233.0490,456.7810,1.199999
FILLER_116_461,VDD,Metal1,227.2800,457.3800,1.199999
FILLER_116_457,VDD,Metal1,226.0910,456.7830,1.199998
FILLER_116_450,VDD,Metal1,223.4490,456.7810,1.199998
FILLER_116_443,VDD,Metal1,220.0890,456.7810,1.199998
FILLER_116_436,VDD,Metal1,216.7290,456.7810,1.199998
FILLER_116_429,VDD,Metal1,213.3690,456.7810,1.199998
FILLER_116_422,VDD,Metal1,210.0090,456.7810,1.199998
FILLER_116_415,VDD,Metal1,206.6490,456.7810,1.199998
FILLER_116_408,VDD,Metal1,203.2890,456.7810,1.199998
FILLER_116_401,VDD,Metal1,199.9290,456.7810,1.199998
FILLER_116_394,VDD,Metal1,196.5690,456.7810,1.199998
FILLER_116_387,VDD,Metal1,193.2090,456.7810,1.199998
FILLER_116_380,VDD,Metal1,189.8490,456.7810,1.199998
FILLER_116_373,VDD,Metal1,186.4890,456.7810,1.199998
FILLER_116_366,VDD,Metal1,183.1290,456.7810,1.199998
FILLER_116_359,VDD,Metal1,179.7690,456.7810,1.199998
FILLER_116_352,VDD,Metal1,175.2000,457.3800,1.199999
FILLER_116_342,VDD,Metal1,170.1600,457.3800,1.200000
FILLER_116_338,VDD,Metal1,168.9710,456.7830,1.200000
FILLER_116_331,VDD,Metal1,166.3290,456.7810,1.200000
FILLER_116_324,VDD,Metal1,162.9690,456.7810,1.200000
FILLER_116_317,VDD,Metal1,159.6090,456.7810,1.200000
FILLER_116_310,VDD,Metal1,156.2490,456.7810,1.200000
FILLER_116_303,VDD,Metal1,152.8890,456.7810,1.200000
FILLER_116_298,VDD,Metal1,149.0400,457.3800,1.200000
FILLER_116_291,VDD,Metal1,147.1290,456.7810,1.200000
FILLER_116_284,VDD,Metal1,143.7690,456.7810,1.200000
FILLER_116_277,VDD,Metal1,140.4090,456.7810,1.200000
FILLER_116_270,VDD,Metal1,137.0490,456.7810,1.200000
FILLER_116_263,VDD,Metal1,133.6890,456.7810,1.200000
FILLER_116_256,VDD,Metal1,130.3290,456.7810,1.200000
FILLER_116_249,VDD,Metal1,126.9690,456.7810,1.200000
FILLER_116_242,VDD,Metal1,123.6090,456.7810,1.200000
FILLER_116_235,VDD,Metal1,120.2490,456.7810,1.200000
FILLER_116_228,VDD,Metal1,116.8890,456.7810,1.200000
FILLER_116_221,VDD,Metal1,113.5290,456.7810,1.200000
FILLER_116_214,VDD,Metal1,110.1690,456.7810,1.200000
FILLER_116_207,VDD,Metal1,106.8090,456.7810,1.200000
FILLER_116_200,VDD,Metal1,103.4490,456.7810,1.200000
FILLER_116_193,VDD,Metal1,100.0890,456.7810,1.200000
FILLER_116_186,VDD,Metal1,96.7290,456.7810,1.200000
FILLER_116_179,VDD,Metal1,93.3690,456.7810,1.200000
FILLER_116_172,VDD,Metal1,90.0090,456.7810,1.200000
FILLER_116_165,VDD,Metal1,86.6490,456.7810,1.200000
FILLER_116_158,VDD,Metal1,83.2890,456.7810,1.200000
FILLER_116_151,VDD,Metal1,79.9290,456.7810,1.200000
FILLER_116_144,VDD,Metal1,76.5690,456.7810,1.200000
FILLER_116_133,VDD,Metal1,70.0800,457.3800,1.200000
FILLER_116_126,VDD,Metal1,67.9290,456.7810,1.200000
FILLER_116_119,VDD,Metal1,64.5690,456.7810,1.200000
FILLER_116_112,VDD,Metal1,61.2090,456.7810,1.200000
FILLER_116_105,VDD,Metal1,57.8490,456.7810,1.200000
FILLER_116_98,VDD,Metal1,54.4890,456.7810,1.200000
FILLER_116_91,VDD,Metal1,51.1290,456.7810,1.200000
FILLER_116_84,VDD,Metal1,47.7690,456.7810,1.200000
FILLER_116_77,VDD,Metal1,44.4090,456.7810,1.200000
FILLER_116_70,VDD,Metal1,41.0490,456.7810,1.200000
FILLER_116_63,VDD,Metal1,37.6890,456.7810,1.200000
FILLER_116_56,VDD,Metal1,34.3290,456.7810,1.200000
FILLER_116_49,VDD,Metal1,30.9690,456.7810,1.200000
FILLER_116_42,VDD,Metal1,27.6090,456.7810,1.200000
FILLER_116_35,VDD,Metal1,24.2490,456.7810,1.200000
FILLER_116_28,VDD,Metal1,20.8890,456.7810,1.200000
FILLER_116_21,VDD,Metal1,17.5290,456.7810,1.200000
FILLER_116_14,VDD,Metal1,14.1690,456.7810,1.200000
FILLER_116_7,VDD,Metal1,10.8090,456.7810,1.200000
FILLER_116_0,VDD,Metal1,7.4490,456.7810,1.200000
FILLER_115_922,VDD,Metal1,449.2910,450.4160,1.199988
FILLER_115_915,VDD,Metal1,446.6490,450.4180,1.199988
FILLER_115_908,VDD,Metal1,443.2890,450.4180,1.199988
FILLER_115_901,VDD,Metal1,439.9290,450.4180,1.199988
FILLER_115_890,VDD,Metal1,433.4400,449.8200,1.199988
FILLER_115_877,VDD,Metal1,427.6910,450.4160,1.199988
FILLER_115_870,VDD,Metal1,425.0490,450.4180,1.199989
FILLER_115_863,VDD,Metal1,421.6890,450.4180,1.199989
FILLER_115_856,VDD,Metal1,418.3290,450.4180,1.199990
FILLER_115_849,VDD,Metal1,414.9690,450.4180,1.199991
FILLER_115_842,VDD,Metal1,411.6090,450.4180,1.199991
FILLER_115_835,VDD,Metal1,408.2490,450.4180,1.199991
FILLER_115_825,VDD,Metal1,402.2400,449.8200,1.199995
FILLER_115_818,VDD,Metal1,400.0890,450.4180,1.199995
FILLER_115_811,VDD,Metal1,396.7290,450.4180,1.199986
FILLER_115_804,VDD,Metal1,393.3690,450.4180,1.199978
FILLER_115_797,VDD,Metal1,390.0090,450.4180,1.199978
FILLER_115_790,VDD,Metal1,386.6490,450.4180,1.199978
FILLER_115_772,VDD,Metal1,377.2910,450.4160,1.199969
FILLER_115_765,VDD,Metal1,373.4400,449.8200,1.199966
FILLER_115_761,VDD,Metal1,372.0110,450.4160,1.199956
FILLER_115_754,VDD,Metal1,369.3690,450.4180,1.199956
FILLER_115_747,VDD,Metal1,366.0090,450.4180,1.199956
FILLER_115_740,VDD,Metal1,362.6490,450.4180,1.199955
FILLER_115_733,VDD,Metal1,359.2890,450.4180,1.199954
FILLER_115_691,VDD,Metal1,337.9200,449.8200,1.199970
FILLER_115_687,VDD,Metal1,336.4910,450.4160,1.199979
FILLER_115_680,VDD,Metal1,333.8490,450.4180,1.199980
FILLER_115_673,VDD,Metal1,330.4890,450.4180,1.199982
FILLER_115_662,VDD,Metal1,324.0000,449.8200,1.199993
FILLER_115_655,VDD,Metal1,321.8490,450.4180,1.199994
FILLER_115_648,VDD,Metal1,318.4890,450.4180,1.199994
FILLER_115_641,VDD,Metal1,315.1290,450.4180,1.199993
FILLER_115_630,VDD,Metal1,308.6400,449.8200,1.199990
FILLER_115_619,VDD,Metal1,303.3600,449.8200,1.199990
FILLER_115_612,VDD,Metal1,301.2090,450.4180,1.199990
FILLER_115_605,VDD,Metal1,297.8490,450.4180,1.199989
FILLER_115_598,VDD,Metal1,294.4890,450.4180,1.199989
FILLER_115_591,VDD,Metal1,291.1290,450.4180,1.199989
FILLER_115_584,VDD,Metal1,287.7690,450.4180,1.199988
FILLER_115_577,VDD,Metal1,284.4090,450.4180,1.199988
FILLER_115_565,VDD,Metal1,277.9310,450.4160,1.199988
FILLER_115_558,VDD,Metal1,275.2890,450.4180,1.199989
FILLER_115_551,VDD,Metal1,271.9290,450.4180,1.199989
FILLER_115_544,VDD,Metal1,268.5690,450.4180,1.199989
FILLER_115_537,VDD,Metal1,265.2090,450.4180,1.199989
FILLER_115_530,VDD,Metal1,261.8490,450.4180,1.199989
FILLER_115_523,VDD,Metal1,258.4890,450.4180,1.199989
FILLER_115_516,VDD,Metal1,255.1290,450.4180,1.199990
FILLER_115_509,VDD,Metal1,251.7690,450.4180,1.199990
FILLER_115_502,VDD,Metal1,248.4090,450.4180,1.199990
FILLER_115_495,VDD,Metal1,245.0490,450.4180,1.199991
FILLER_115_488,VDD,Metal1,241.6890,450.4180,1.199990
FILLER_115_481,VDD,Metal1,238.3290,450.4180,1.199989
FILLER_115_474,VDD,Metal1,234.9690,450.4180,1.199988
FILLER_115_467,VDD,Metal1,231.6090,450.4180,1.199987
FILLER_115_454,VDD,Metal1,223.9200,449.8200,1.199985
FILLER_115_447,VDD,Metal1,222.0090,450.4180,1.199985
FILLER_115_436,VDD,Metal1,215.5200,449.8200,1.199984
FILLER_115_432,VDD,Metal1,214.0910,450.4160,1.199984
FILLER_115_422,VDD,Metal1,208.5600,449.8200,1.199984
FILLER_115_420,VDD,Metal1,207.8400,449.8200,1.199984
FILLER_115_411,VDD,Metal1,204.0110,450.4160,1.199980
FILLER_115_404,VDD,Metal1,201.3690,450.4180,1.199980
FILLER_115_399,VDD,Metal1,197.5200,449.8200,1.199981
FILLER_115_392,VDD,Metal1,195.6090,450.4180,1.199983
FILLER_115_385,VDD,Metal1,192.2490,450.4180,1.199983
FILLER_115_378,VDD,Metal1,188.8890,450.4180,1.199984
FILLER_115_371,VDD,Metal1,185.5290,450.4180,1.199984
FILLER_115_358,VDD,Metal1,178.5710,450.4160,1.199995
FILLER_115_335,VDD,Metal1,166.8000,449.8200,1.199995
FILLER_115_331,VDD,Metal1,165.6110,450.4160,1.199995
FILLER_115_324,VDD,Metal1,162.9690,450.4180,1.199995
FILLER_115_317,VDD,Metal1,159.6090,450.4180,1.199995
FILLER_115_310,VDD,Metal1,156.2490,450.4180,1.199995
FILLER_115_303,VDD,Metal1,152.8890,450.4180,1.199995
FILLER_115_296,VDD,Metal1,149.5290,450.4180,1.199995
FILLER_115_292,VDD,Metal1,146.1600,449.8200,1.199995
FILLER_115_285,VDD,Metal1,144.2490,450.4180,1.199995
FILLER_115_278,VDD,Metal1,140.8890,450.4180,1.199995
FILLER_115_271,VDD,Metal1,137.5290,450.4180,1.199995
FILLER_115_264,VDD,Metal1,134.1690,450.4180,1.199995
FILLER_115_257,VDD,Metal1,130.8090,450.4180,1.199995
FILLER_115_250,VDD,Metal1,127.4490,450.4180,1.199995
FILLER_115_232,VDD,Metal1,117.6000,449.8200,1.199996
FILLER_115_225,VDD,Metal1,115.4490,450.4180,1.199996
FILLER_115_218,VDD,Metal1,112.0890,450.4180,1.199996
FILLER_115_211,VDD,Metal1,108.7290,450.4180,1.199996
FILLER_115_204,VDD,Metal1,105.3690,450.4180,1.199996
FILLER_115_197,VDD,Metal1,102.0090,450.4180,1.199996
FILLER_115_190,VDD,Metal1,98.6490,450.4180,1.199996
FILLER_115_185,VDD,Metal1,94.8000,449.8200,1.199998
FILLER_115_178,VDD,Metal1,92.8890,450.4180,1.199998
FILLER_115_171,VDD,Metal1,89.5290,450.4180,1.199998
FILLER_115_164,VDD,Metal1,86.1690,450.4180,1.199997
FILLER_115_157,VDD,Metal1,82.8090,450.4180,1.199997
FILLER_115_150,VDD,Metal1,79.4490,450.4180,1.199996
FILLER_115_144,VDD,Metal1,75.1200,449.8200,1.199994
FILLER_115_117,VDD,Metal1,62.1600,449.8200,1.199994
FILLER_115_110,VDD,Metal1,60.2490,450.4180,1.199994
FILLER_115_103,VDD,Metal1,56.8890,450.4180,1.199994
FILLER_115_96,VDD,Metal1,53.5290,450.4180,1.199994
FILLER_115_89,VDD,Metal1,50.1690,450.4180,1.199994
FILLER_115_80,VDD,Metal1,45.1310,450.4160,1.199994
FILLER_115_73,VDD,Metal1,42.4890,450.4180,1.199994
FILLER_115_66,VDD,Metal1,39.1290,450.4180,1.199994
FILLER_115_59,VDD,Metal1,35.7690,450.4180,1.199994
FILLER_115_52,VDD,Metal1,32.4090,450.4180,1.199994
FILLER_115_45,VDD,Metal1,29.0490,450.4180,1.199994
FILLER_115_38,VDD,Metal1,25.6890,450.4180,1.199994
FILLER_115_28,VDD,Metal1,19.6800,449.8200,1.200000
FILLER_115_21,VDD,Metal1,17.5290,450.4180,1.200000
FILLER_115_14,VDD,Metal1,14.1690,450.4180,1.200000
FILLER_115_7,VDD,Metal1,10.8090,450.4180,1.199999
FILLER_115_0,VDD,Metal1,7.4490,450.4180,1.199999
FILLER_114_924,VDD,Metal1,449.7600,449.8200,1.199988
FILLER_114_920,VDD,Metal1,448.3310,449.2230,1.199988
FILLER_114_913,VDD,Metal1,445.6890,449.2210,1.199988
FILLER_114_906,VDD,Metal1,442.3290,449.2210,1.199988
FILLER_114_877,VDD,Metal1,427.2000,449.8200,1.199988
FILLER_114_870,VDD,Metal1,425.0490,449.2210,1.199989
FILLER_114_863,VDD,Metal1,421.6890,449.2210,1.199989
FILLER_114_856,VDD,Metal1,418.3290,449.2210,1.199990
FILLER_114_849,VDD,Metal1,414.9690,449.2210,1.199991
FILLER_114_815,VDD,Metal1,398.6490,449.2210,1.199995
FILLER_114_808,VDD,Metal1,395.2890,449.2210,1.199986
FILLER_114_768,VDD,Metal1,374.6400,449.8200,1.199969
FILLER_114_766,VDD,Metal1,373.9200,449.8200,1.199966
FILLER_114_756,VDD,Metal1,368.8800,449.8200,1.199956
FILLER_114_749,VDD,Metal1,366.9690,449.2210,1.199956
FILLER_114_742,VDD,Metal1,363.6090,449.2210,1.199955
FILLER_114_735,VDD,Metal1,360.2490,449.2210,1.199955
FILLER_114_728,VDD,Metal1,356.8890,449.2210,1.199954
FILLER_114_687,VDD,Metal1,335.7600,449.8200,1.199979
FILLER_114_680,VDD,Metal1,333.8490,449.2210,1.199980
FILLER_114_673,VDD,Metal1,330.4890,449.2210,1.199982
FILLER_114_669,VDD,Metal1,327.1200,449.8200,1.199985
FILLER_114_606,VDD,Metal1,296.8800,449.8200,1.199990
FILLER_114_602,VDD,Metal1,295.6910,449.2230,1.199989
FILLER_114_591,VDD,Metal1,289.9200,449.8200,1.199989
FILLER_114_563,VDD,Metal1,276.2400,449.8200,1.199989
FILLER_114_561,VDD,Metal1,275.5200,449.8200,1.199989
FILLER_114_554,VDD,Metal1,273.3690,449.2210,1.199989
FILLER_114_547,VDD,Metal1,270.0090,449.2210,1.199989
FILLER_114_491,VDD,Metal1,241.9200,449.8200,1.199990
FILLER_114_487,VDD,Metal1,240.4910,449.2230,1.199989
FILLER_114_480,VDD,Metal1,237.8490,449.2210,1.199988
FILLER_114_418,VDD,Metal1,207.3710,449.2230,1.199984
FILLER_114_408,VDD,Metal1,201.8400,449.8200,1.199980
FILLER_114_403,VDD,Metal1,199.4400,449.8200,1.199980
FILLER_114_401,VDD,Metal1,198.7200,449.8200,1.199980
FILLER_114_395,VDD,Metal1,195.6000,449.8200,1.199983
FILLER_114_393,VDD,Metal1,194.8800,449.8200,1.199983
FILLER_114_386,VDD,Metal1,192.7290,449.2210,1.199983
FILLER_114_379,VDD,Metal1,189.3690,449.2210,1.199983
FILLER_114_366,VDD,Metal1,182.4110,449.2230,1.199991
FILLER_114_334,VDD,Metal1,166.3200,449.8200,1.199995
FILLER_114_330,VDD,Metal1,165.1310,449.2230,1.199995
FILLER_114_323,VDD,Metal1,162.4890,449.2210,1.199995
FILLER_114_316,VDD,Metal1,159.1290,449.2210,1.199995
FILLER_114_309,VDD,Metal1,155.7690,449.2210,1.199995
FILLER_114_299,VDD,Metal1,149.5200,449.8200,1.199995
FILLER_114_281,VDD,Metal1,140.8800,449.8200,1.199995
FILLER_114_279,VDD,Metal1,140.1600,449.8200,1.199995
FILLER_114_268,VDD,Metal1,136.0890,449.2210,1.199995
FILLER_114_261,VDD,Metal1,132.7290,449.2210,1.199995
FILLER_114_251,VDD,Metal1,126.4800,449.8200,1.199995
FILLER_114_249,VDD,Metal1,125.7600,449.8200,1.199995
FILLER_114_223,VDD,Metal1,113.7710,449.2230,1.199996
FILLER_114_216,VDD,Metal1,111.1290,449.2210,1.199996
FILLER_114_209,VDD,Metal1,107.7690,449.2210,1.199996
FILLER_114_180,VDD,Metal1,92.6400,449.8200,1.199998
FILLER_114_176,VDD,Metal1,91.2110,449.2230,1.199998
FILLER_114_169,VDD,Metal1,88.5690,449.2210,1.199997
FILLER_114_162,VDD,Metal1,85.2090,449.2210,1.199997
FILLER_114_155,VDD,Metal1,81.8490,449.2210,1.199996
FILLER_114_145,VDD,Metal1,75.6000,449.8200,1.199996
FILLER_114_117,VDD,Metal1,62.1600,449.8200,1.199994
FILLER_114_110,VDD,Metal1,60.2490,449.2210,1.199994
FILLER_114_103,VDD,Metal1,56.8890,449.2210,1.199994
FILLER_114_96,VDD,Metal1,53.5290,449.2210,1.199994
FILLER_114_57,VDD,Metal1,34.8090,449.2210,1.199994
FILLER_114_50,VDD,Metal1,31.4490,449.2210,1.199994
FILLER_114_43,VDD,Metal1,28.0890,449.2210,1.199994
FILLER_114_36,VDD,Metal1,24.7290,449.2210,1.199994
FILLER_114_27,VDD,Metal1,18.9600,449.8200,1.200000
FILLER_114_25,VDD,Metal1,18.2400,449.8200,1.200000
FILLER_114_18,VDD,Metal1,16.0890,449.2210,1.200000
FILLER_114_11,VDD,Metal1,12.7290,449.2210,1.200000
FILLER_114_4,VDD,Metal1,9.3690,449.2210,1.199999
FILLER_113_924,VDD,Metal1,449.7600,442.2600,1.199887
FILLER_113_920,VDD,Metal1,448.3310,442.8560,1.199887
FILLER_113_913,VDD,Metal1,445.6890,442.8580,1.199887
FILLER_113_867,VDD,Metal1,422.1600,442.2600,1.199912
FILLER_113_865,VDD,Metal1,421.4400,442.2600,1.199912
FILLER_113_858,VDD,Metal1,419.2890,442.8580,1.199912
FILLER_113_811,VDD,Metal1,395.5200,442.2600,1.199980
FILLER_113_807,VDD,Metal1,394.0910,442.8560,1.199979
FILLER_113_749,VDD,Metal1,366.2510,442.8560,1.199975
FILLER_113_738,VDD,Metal1,361.6890,442.8580,1.199973
FILLER_113_731,VDD,Metal1,358.3290,442.8580,1.199973
FILLER_113_687,VDD,Metal1,335.7600,442.2600,1.199973
FILLER_113_683,VDD,Metal1,334.5710,442.8560,1.199976
FILLER_113_676,VDD,Metal1,331.9290,442.8580,1.199976
FILLER_113_669,VDD,Metal1,328.5690,442.8580,1.199977
FILLER_113_659,VDD,Metal1,322.3200,442.2600,1.199985
FILLER_113_652,VDD,Metal1,320.4090,442.8580,1.199985
FILLER_113_645,VDD,Metal1,317.0490,442.8580,1.199980
FILLER_113_638,VDD,Metal1,313.6890,442.8580,1.199976
FILLER_113_627,VDD,Metal1,307.2000,442.2600,1.199966
FILLER_113_618,VDD,Metal1,302.6400,442.2600,1.199966
FILLER_113_616,VDD,Metal1,301.9200,442.2600,1.199966
FILLER_113_611,VDD,Metal1,299.2800,442.2600,1.199966
FILLER_113_607,VDD,Metal1,298.0910,442.8560,1.199966
FILLER_113_594,VDD,Metal1,291.1200,442.2600,1.199965
FILLER_113_565,VDD,Metal1,277.4400,442.2600,1.199964
FILLER_113_558,VDD,Metal1,274.0800,442.2600,1.199965
FILLER_113_554,VDD,Metal1,272.6510,442.8560,1.199966
FILLER_113_547,VDD,Metal1,270.0090,442.8580,1.199966
FILLER_113_540,VDD,Metal1,266.6490,442.8580,1.199966
FILLER_113_533,VDD,Metal1,263.2890,442.8580,1.199970
FILLER_113_526,VDD,Metal1,259.9290,442.8580,1.199971
FILLER_113_519,VDD,Metal1,256.5690,442.8580,1.199974
FILLER_113_505,VDD,Metal1,248.4000,442.2600,1.199994
FILLER_113_503,VDD,Metal1,247.6800,442.2600,1.199994
FILLER_113_488,VDD,Metal1,240.2400,442.2600,1.199984
FILLER_113_481,VDD,Metal1,238.3290,442.8580,1.199983
FILLER_113_439,VDD,Metal1,216.9600,442.2600,1.199919
FILLER_113_432,VDD,Metal1,214.8090,442.8580,1.199918
FILLER_113_390,VDD,Metal1,193.4400,442.2600,1.199914
FILLER_113_383,VDD,Metal1,191.2890,442.8580,1.199914
FILLER_113_376,VDD,Metal1,187.9290,442.8580,1.199930
FILLER_113_324,VDD,Metal1,161.7600,442.2600,1.199926
FILLER_113_320,VDD,Metal1,160.3310,442.8560,1.199926
FILLER_113_269,VDD,Metal1,135.1200,442.2600,1.199928
FILLER_113_267,VDD,Metal1,134.4000,442.2600,1.199928
FILLER_113_227,VDD,Metal1,114.9600,442.2600,1.199934
FILLER_113_223,VDD,Metal1,113.7710,442.8560,1.199937
FILLER_113_216,VDD,Metal1,111.1290,442.8580,1.199937
FILLER_113_175,VDD,Metal1,90.0000,442.2600,1.199990
FILLER_113_168,VDD,Metal1,88.0890,442.8580,1.199990
FILLER_113_161,VDD,Metal1,84.7290,442.8580,1.199989
FILLER_113_154,VDD,Metal1,81.3690,442.8580,1.199989
FILLER_113_108,VDD,Metal1,58.0800,442.2600,1.199989
FILLER_113_104,VDD,Metal1,56.6510,442.8560,1.199989
FILLER_113_21,VDD,Metal1,16.3200,442.2600,1.199997
FILLER_113_14,VDD,Metal1,14.1690,442.8580,1.199997
FILLER_113_7,VDD,Metal1,10.8090,442.8580,1.199997
FILLER_113_0,VDD,Metal1,7.4490,442.8580,1.199997
FILLER_112_919,VDD,Metal1,448.5690,441.6610,1.199887
FILLER_112_912,VDD,Metal1,445.2090,441.6610,1.199887
FILLER_112_893,VDD,Metal1,434.6400,442.2600,1.199887
FILLER_112_891,VDD,Metal1,433.9200,442.2600,1.199887
FILLER_112_872,VDD,Metal1,424.5600,442.2600,1.199910
FILLER_112_868,VDD,Metal1,423.3710,441.6630,1.199911
FILLER_112_861,VDD,Metal1,420.7290,441.6610,1.199912
FILLER_112_854,VDD,Metal1,417.3690,441.6610,1.199915
FILLER_112_847,VDD,Metal1,414.0090,441.6610,1.199915
FILLER_112_805,VDD,Metal1,393.8490,441.6610,1.199979
FILLER_112_798,VDD,Metal1,390.4890,441.6610,1.199978
FILLER_112_767,VDD,Metal1,374.1600,442.2600,1.199975
FILLER_112_682,VDD,Metal1,334.0910,441.6630,1.199976
FILLER_112_675,VDD,Metal1,331.4490,441.6610,1.199977
FILLER_112_655,VDD,Metal1,320.6400,442.2600,1.199985
FILLER_112_648,VDD,Metal1,318.4890,441.6610,1.199980
FILLER_112_641,VDD,Metal1,315.1290,441.6610,1.199976
FILLER_112_634,VDD,Metal1,311.7690,441.6610,1.199971
FILLER_112_601,VDD,Metal1,294.4800,442.2600,1.199966
FILLER_112_594,VDD,Metal1,292.5690,441.6610,1.199965
FILLER_112_587,VDD,Metal1,288.0000,442.2600,1.199964
FILLER_112_580,VDD,Metal1,285.8490,441.6610,1.199964
FILLER_112_573,VDD,Metal1,282.4890,441.6610,1.199964
FILLER_112_562,VDD,Metal1,276.0000,442.2600,1.199965
FILLER_112_558,VDD,Metal1,274.5710,441.6630,1.199965
FILLER_112_545,VDD,Metal1,267.6000,442.2600,1.199966
FILLER_112_541,VDD,Metal1,266.4110,441.6630,1.199966
FILLER_112_530,VDD,Metal1,260.6400,442.2600,1.199971
FILLER_112_523,VDD,Metal1,258.4890,441.6610,1.199971
FILLER_112_508,VDD,Metal1,249.8400,442.2600,1.199990
FILLER_112_506,VDD,Metal1,249.1200,442.2600,1.199994
FILLER_112_499,VDD,Metal1,246.9690,441.6610,1.199994
FILLER_112_490,VDD,Metal1,241.9310,441.6630,1.199986
FILLER_112_483,VDD,Metal1,239.2890,441.6610,1.199985
FILLER_112_473,VDD,Metal1,233.2800,442.2600,1.199978
FILLER_112_466,VDD,Metal1,231.1290,441.6610,1.199975
FILLER_112_460,VDD,Metal1,226.8000,442.2600,1.199970
FILLER_112_441,VDD,Metal1,217.6800,442.2600,1.199919
FILLER_112_434,VDD,Metal1,215.7690,441.6610,1.199919
FILLER_112_427,VDD,Metal1,212.4090,441.6610,1.199917
FILLER_112_416,VDD,Metal1,205.9200,442.2600,1.199914
FILLER_112_383,VDD,Metal1,190.0800,442.2600,1.199914
